"Code de la région du lieu des travaux - Code de la zone";"Code de la région du lieu des travaux - Libellé de la zone";"Code du département du lieu des travaux - Code de la zone";"Code du département du lieu des travaux - Libellé de la zone";"Code de la commune du lieu des travaux";"Numéro d'enregistrement du permis de démolir (PD)";"Etat d'avancement du projet";"Date réelle d'autorisation initiale";"Année de dépôt de la DAU";"Date (mois) de prise en compte (DPC) du premier évènement reçu dans Sitadel (dépôt de la demande ou autorisation)";"Date (mois) de prise en compte (DPC) de l'autorisation initiale";"Date (mois) (DPC) de dernière mise à jour des données";"Code d'activité principale de l'établissement d'un demandeur avéré en tant que personne morale";"Catégorie juridique d'un demandeur avéré en tant que personne morale";"Dénomination d'un demandeur avéré en tant que personne morale";"Numéro SIREN d'un demandeur avéré en tant que personne morale";"Numéro SIRET d'un demandeur avéré en tant que personne morale";"Code postal du demandeur";"Localité du demandeur";"Indicateur de recours à un architecte";"Numéro de voie du terrain";"Type de voie du terrain";"Libellé de la voie du terrain";"Lieu-dit du terrain";"Localité du terrain";"Code postal du terrain";"Section cadastrale 1";"Numéro parcelle cadastrale 1";"Section cadastrale 2";"Numéro parcelle cadastrale 2";"Section cadastrale 3";"Numéro parcelle cadastrale 3";"Superficie du terrain";"Code zone opératoire"
"REG_CODE";"REG_LIBELLE";"DEP_CODE";"DEP_LIBELLE";"COMM";"NUM_PD";"ETAT_PD";"DATE_REELLE_AUTORISATION";"AN_DEPOT";"DPC_PREM";"DPC_AUT";"DPC_DERN";"APE_DEM";"CJ_DEM";"DENOM_DEM";"SIREN_DEM";"SIRET_DEM";"CODPOST_DEM";"LOCALITE_DEM";"REC_ARCHI";"ADR_NUM_TER";"ADR_TYPEVOIE_TER";"ADR_LIBVOIE_TER";"ADR_LIEUDIT_TER";"ADR_LOCALITE_TER";"ADR_CODPOST_TER";"SEC_CADASTRE1";"NUM_CADASTRE1";"SEC_CADASTRE2";"NUM_CADASTRE2";"SEC_CADASTRE3";"NUM_CADASTRE3";"SUPERFICIE_TERRAIN";"ZONE_OP"
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155518D0007";2;"2018-01-29";2018;"2018-01";"2018-01";"2018-01";;;;;;"31300";"TOULOUSE";"false";"231";"CH";"DE RAMELET MOUNDI";;"TOULOUSE";"31000";"AR";34;;;;;5000;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155518D0008";2;"2018-01-29";2018;"2018-01";"2018-01";"2018-01";;;;;;"31200";"TOULOUSE";"false";"80";"RUE";"PIERRE CAZENEUVE";;"TOULOUSE";"31000";"AB";8;;;;;284;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155518D0010";2;"2018-03-01";2018;"2018-01";"2018-03";"2018-03";;;;;;"31300";"TOULOUSE";"false";"12";;"IMPASSE BARA";;"TOULOUSE";"31000";"AC";105;;;;;253;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155518D0011";5;"2018-02-12";2018;"2018-01";"2018-02";"2021-01";;;;;;"31027";"TOULOUSE";"false";"448";"AV";"DE FRONTON";;"TOULOUSE";"31000";"AB";22;"AB";"25";;;2231;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155518D0012";2;"2018-02-12";2018;"2018-01";"2018-02";"2018-02";;;;;;"31027";"TOULOUSE CEDEX 03";"false";"446";"AV";"DE FRONTON";;"TOULOUSE";"31000";"AB";23;"AB";"24";;;1778;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155518D0013";2;"2018-03-07";2018;"2018-01";"2018-03";"2018-03";;;;;;"92000";"NANTERRE";"false";"141-1";;"AV JEAN RIEUX";;"TOULOUSE";"31000";"AI";353;;;;;1798;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155518D0014";2;"2018-02-05";2018;"2018-01";"2018-02";"2018-02";;;;;;"31010";"TOULOUSE CEDEX 06";"false";"26";"CH";"DES IZARDS";;"TOULOUSE";"31000";"AZ";1;;;;;474;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155518D0015";2;"2018-03-07";2018;"2018-01";"2018-03";"2018-03";;;;;;"31000";"TOULOUSE";"false";"4";;"RUE DES BUISSONNETS";;"TOULOUSE";"31000";"AD";126;;;;;443;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155518D0016";4;"2018-02-22";2018;"2018-01";"2018-02";"2022-11";;;;;;"31100";"TOULOUSE";"false";"39";"ROUTE";"DE SAINT SIMON";;"TOULOUSE";"31100";"AY";191;;;;;641;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155518D0017";2;"2018-03-07";2018;"2018-01";"2018-03";"2018-03";;;;;;"31280";"MONS";"false";"118";;"AV JEAN CHAUBET";;"TOULOUSE";"31000";"AH";98;;;;;608;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155518D0018";2;"2018-02-12";2018;"2018-02";"2018-02";"2018-02";;;;;;"31500";"TOULOUSE";"false";"21";"RUE";"DE ROUEN";;"TOULOUSE";"31000";"AE";61;;;;;386;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155518D0019";2;"2018-03-05";2018;"2018-02";"2018-03";"2018-03";;;;;;"31405";"TOULOUSE CEDEX 04";"false";"11";;"AV DE LA MARCAISSONNE";;"TOULOUSE";"31000";"AT";47;"AT";"50";;;7045;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155518D0021";2;"2018-03-28";2018;"2018-02";"2018-03";"2018-03";;;;;;"31200";"TOULOUSE";"false";"24";;"RUE FRANCOIS COUPERIN";;"TOULOUSE";"31000";"AV";127;"AV";"263";;;321;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155518D0022";2;"2018-04-11";2018;"2018-02";"2018-04";"2018-04";;;;;;"31200";"TOULOUSE";"false";"47";"RUE";"CONDEAU";;"TOULOUSE";"31000";"AE";322;;;;;301;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155518D0023";2;"2018-04-17";2018;"2018-02";"2018-04";"2018-04";;;;;;"75012";"PARIS 12EME ARRONDISSEMENT";"false";"169";"AV";"DES ETATS UNIS";;"TOULOUSE";"31000";"AH";160;;;;;1726;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155518D0024";2;"2018-02-22";2018;"2018-02";"2018-02";"2018-02";;;;;;"92919";"PUTEAUX LA DEFENSE";"false";;"PLACE";"VICTOR HUGO";;"TOULOUSE";"31000";"AB";21;;;;;3590;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155518D0025";2;"2018-03-13";2018;"2018-02";"2018-03";"2018-03";;;;;;"31000";"TOULOUSE";"false";"36";;"RUE ADOLPHE TALAZAC";;"TOULOUSE";"31000";"AK";247;;;;;305;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155518D0026";2;"2018-04-04";2018;"2018-02";"2018-04";"2018-04";;;;;;"31000";"TOULOUSE";"false";"36";"RUE";"SAINT REMESY";;"TOULOUSE";"31000";"AB";176;;;;;73;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155518D0027";2;"2018-04-04";2018;"2018-02";"2018-04";"2018-04";;;;;;"31200";"TOULOUSE";"false";"34";"RUE";"DES ARTISTES";;"TOULOUSE";"31000";"AB";125;;;;;104;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155518D0028";2;"2018-03-28";2018;"2018-02";"2018-03";"2018-03";;;;;;"31000";"TOULOUSE";"false";"16";;"RUE DU ROMARIN";;"TOULOUSE";"31000";"AL";40;;;;;348;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155518D0029";2;"2018-04-23";2018;"2018-04";"2018-04";"2018-04";;;;;;"31010";"TOULOUSE CEDEX 06";"false";;"ALLEE";"HENRI SELLIER";;"TOULOUSE";"31000";"AD";101;"AD";"111";"AD";"99";11236;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155518D0030";2;"2018-03-07";2018;"2018-03";"2018-03";"2018-03";;;;;;"31400";"TOULOUSE";"false";"27";;"RUE RONSARD";;"TOULOUSE";"31000";"AH";343;;;;;236;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155518D0031";2;"2018-03-21";2018;"2018-03";"2018-03";"2018-03";;;;;;"31000";"TOULOUSE";"false";;;"RUE ET IMPASSE MARCEL CERD";;"TOULOUSE";"31000";"AI";137;;;;;56347;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155518D0032";2;"2018-05-16";2018;"2018-03";"2018-05";"2018-05";;;;;;"31086";"TOULOUSE CEDEX 02";"false";"1";"AV";"EDOUARD BELIN";;"TOULOUSE";"31000";"BI";3;;;;;225003;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155518D0033";2;"2018-03-21";2018;"2018-03";"2018-03";"2018-03";;;;;;"31400";"TOULOUSE";"false";"14";;"RUE EUGENE D HAUTPOUL";;"TOULOUSE";"31000";"AB";66;;;;;425;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155518D0034";2;"2018-03-21";2018;"2018-03";"2018-03";"2018-03";;;;;;"31000";"TOULOUSE";"false";;;"AVENUE DE LA COLONNE";;"TOULOUSE";"31000";"AE";55;;;;;181075;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155518D0035";2;"2018-04-04";2018;"2018-03";"2018-03";"2018-03";;;;;;"31300";"TOULOUSE";"false";"8";;"RUE DE GRENADE";;"TOULOUSE";"31000";"AI";196;"AI";"772";;;599;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155518D0036";2;"2018-05-09";2018;"2018-03";"2018-05";"2018-05";;;;;;"31300";"TOULOUSE";"false";"7";"RUE";"VELASQUEZ";;"TOULOUSE";"31000";"BA";44;;;;;88;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155518D0037";2;"2018-04-13";2018;"2018-03";"2018-03";"2018-03";;;;;;"31400";"TOULOUSE";"false";"9";;"RUE DES MIRACLES";;"TOULOUSE";"31000";"AH";88;;;;;270;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155518D0038";2;"2018-03-28";2018;"2018-03";"2018-03";"2018-03";;;;;;"31000";"TOULOUSE";"false";"3";;"CHE VIREBENT";;"TOULOUSE";"31000";"AE";245;;;;;18212;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155518D0039";2;"2018-05-09";2018;"2018-03";"2018-05";"2018-05";"68.20A";4140;"HABITAT TOULOUSE";"400121463";"40012146300105";"31000";"TOULOUSE";"false";"26 /";"RUE";"DU GENERAL HOCHE";;"TOULOUSE";"31000";"AB";457;;;;;39815;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155518D0040";2;"2018-04-04";2018;"2018-03";"2018-03";"2018-03";;;;;;"31000";"TOULOUSE";"false";"98 B";;"RUE DU GENERAL BOURBAKI";;"TOULOUSE";"31000";"AB";196;;;;;356;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155518D0041";2;"2018-04-04";2018;"2018-03";"2018-03";"2018-03";"68.10Z";5710;"MARIBENT";"812725950";"81272595000016";"31500";"TOULOUSE";"false";"53";;"RUE DU SERGENT VIGNE";;"TOULOUSE";"31000";"AC";366;;;;;293;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155518D0042";2;"2018-05-09";2018;"2018-03";"2018-05";"2018-05";;;;;;"31100";"TOULOUSE";"false";"7";"AV";"LAMARTINE";;"TOULOUSE";"31000";"AB";38;"AB";"39";;;266;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155518D0043";2;"2018-05-14";2018;"2018-03";"2018-05";"2018-05";;;;;;"31400";"TOULOUSE";"false";"94";"RUE";"RASPAIL";;"TOULOUSE";"31000";"AB";494;;;;;122;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155518D0044";2;"2018-04-04";2018;"2018-03";"2018-03";"2018-03";;;;;;"31500";"TOULOUSE";"false";"8";;"RUE D ABOUKIR";;"TOULOUSE";"31000";"AD";9;;;;;193;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155518D0045";2;"2018-04-17";2018;"2018-03";"2018-03";"2018-03";;;;;;"31100";"TOULOUSE";"false";"10";;"CHE DE BASSO CAMBO";;"TOULOUSE";"31000";"AR";297;;;;;234;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155518D0047";2;"2018-05-16";2018;"2018-03";"2018-05";"2018-05";;;;;;"31090";"TOULOUSE CEDEX 6";"false";"10";"CH";"DES CAPELLES";;"TOULOUSE";"31000";"BH";207;"BH";"209";;;2184;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155518D0048";2;"2018-04-13";2018;"2018-04";"2018-04";"2018-04";;;;;;"82000";"MONTAUBAN";"false";"16";"RUE";"DANTON";;"TOULOUSE";"31000";"AH";100;;;;;311;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155518D0049";2;"2018-04-11";2018;"2018-04";"2018-04";"2018-04";;;;;;"31500";"TOULOUSE";"false";"3";"RUE";"JULES DALOU";;"TOULOUSE";"31000";"AD";250;;;;;288;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155518D0050";2;"2018-05-23";2018;"2018-04";"2018-05";"2018-05";"68.20A";5546;"SA HLM LE NOUVEAU LOGIS MERIDIONAL";"330814559";"33081455900085";"31506";"TOULOUSE  CEDEX 5";"false";"126";"ROUTE";"DE LAUNAGUET";;"TOULOUSE";"31000";"AL";205;;;;;2094;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155518D0051";2;"2018-04-26";2018;"2018-04";"2018-04";"2018-04";;;;;;"31500";"TOULOUSE";"false";"10";"RUE";"LE DORMEUR";;"TOULOUSE";"31000";"AW";120;;;;;342;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155518D0052";2;"2018-05-09";2018;"2018-05";"2018-05";"2018-05";;;;;;"31505";"TOULOUSE CEDEX 05";"false";"222";"ROUTE";"DE REVEL";;"TOULOUSE";"31000";"AR";33;"AR";"34";;;1894;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155518D0053";2;"2018-04-11";2018;"2018-04";"2018-04";"2018-04";;;;;;"31505";"TOULOUSE CEDEX 05";"false";"75";"ROUTE";"DE LABEGE";;"TOULOUSE";"31000";"AV";53;;;;;1504;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155518D0054";2;"2018-04-17";2018;"2018-04";"2018-04";"2018-04";;;;;;"31505";"TOULOUSE CEDEX 05";"false";"296";"ROUTE";"DE REVEL";;"TOULOUSE";"31000";"AS";20;;;;;1781;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155518D0055";2;"2018-04-11";2018;"2018-04";"2018-04";"2018-04";;;;;;"31505";"TOULOUSE CEDEX 05";"false";"11";"CH";"DE MALEPERE";;"TOULOUSE";"31000";"AV";121;;;;;199;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155518D0056";2;"2018-04-25";2018;"2018-04";"2018-04";"2018-04";;;;;;"75116";"PARIS";"false";"2";"RUE";"DU TAUR";"20 PL DU CAPITOLE";"TOULOUSE";"31000";"AB";166;;;;;1635;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155518D0057";2;"2018-05-23";2018;"2018-04";"2018-05";"2018-05";;;;;;"31500";"TOULOUSE";"false";"48";"RUE";"DE LUPPE";;"TOULOUSE";"31000";"AB";122;"AB";"963";;;291;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155518D0058";2;"2018-04-17";2018;"2018-04";"2018-04";"2018-04";;;;;;"31500";"TOULOUSE";"false";"175";"AV";"RAYMOND NAVES";;"TOULOUSE";"31000";"AB";84;;;;;409;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155518D0059";2;"2018-05-31";2018;"2018-04";"2018-05";"2018-05";;;;;;"31400";"TOULOUSE";"false";"11";"RUE";"NOTRE DAME";;"TOULOUSE";"31000";"AB";264;;;;;143;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155518D0060";2;"2018-05-31";2018;"2018-04";"2018-05";"2018-05";;;;;;"31000";"TOULOUSE";"false";"13";"BD";"BONREPOS";;"TOULOUSE";"31000";"AB";445;;;;;695;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155518D0061";2;"2018-06-06";2018;"2018-04";"2018-06";"2018-06";;;;;;"31500";"TOULOUSE";"false";"8";"RUE";"DES PANORAMAS";;"TOULOUSE";"31000";"AB";181;;;;;650;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155518D0062";2;"2018-05-31";2018;"2018-04";"2018-05";"2018-05";;;;;;"31100";"TOULOUSE";"false";;"RUE";"NORBERT CASTERET";"CITE DE LA CEPIERE";"TOULOUSE";"31000";"AI";140;;;;;294;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155518D0063";2;"2018-05-09";2018;"2018-05";"2018-05";"2018-05";;;;;;"31100";"TOULOUSE";"false";"7";"RUE";"DE L'ASPIN";;"TOULOUSE";"31000";"AL";197;;;;;368;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155518D0064";2;"2018-05-31";2018;"2018-05";"2018-05";"2018-05";;;;;;"31000";"TOULOUSE";"false";;"CH";"CARROSSE";"MONTAUDRAN";"TOULOUSE";"31000";"AH";38;;;;;24;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155518D0065";2;"2018-05-31";2018;"2018-04";"2018-05";"2018-05";;;;;;"31100";"TOULOUSE";"false";;"CITE";"DE LA CEPIERE";;"TOULOUSE";"31000";"AI";141;"AI";"8";;;48675;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155518D0066";2;"2018-04-26";2018;"2018-04";"2018-04";"2018-04";;;;;;"31670";"LABEGE";"false";"91 B";"ROUTE";"DE SAINT SIMON";;"TOULOUSE";"31000";"AA";17;;;;;5342;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155518D0067";2;"2018-04-26";2018;"2018-04";"2018-04";"2018-04";;;;;;"31010";"TOULOUSE CEDEX 06";"false";"6";"RUE";"JEAN RODIER";"MONTAUDRAN";"TOULOUSE";"31000";"AI";8;;;;;4758;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155518D0068";2;"2018-06-14";2018;"2018-04";"2018-06";"2018-06";"68.20A";4140;"HABITAT TOULOUSE";"400121463";"40012146300105";"31000";"TOULOUSE";"false";"11  1";"RUE";"LAFAGE";;"TOULOUSE";"31000";"AD";361;"AD";"362";"AD";"609";793;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155518D0069";2;"2018-06-12";2018;"2018-04";"2018-06";"2018-06";;;;;;"31000";"TOULOUSE";"false";"15-17";"RUE";"MAXIME JOURET";;"TOULOUSE";"31000";"AE";167;"AE";"168";;;415;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155518D0070";2;"2018-06-14";2018;"2018-04";"2018-06";"2018-06";"68.20A";4140;"HABITAT TOULOUSE";"400121463";"40012146300105";"31000";"TOULOUSE";"false";"24";"RUE";"DES ERABLES";;"TOULOUSE";"31000";"AS";81;;;;;276;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155518D0071";2;"2018-06-18";2018;"2018-04";"2018-06";"2018-06";"68.20A";4140;"HABITAT TOULOUSE";"400121463";"40012146300105";"31000";"TOULOUSE";"false";"10";"RUE";"CAMBIGUE";;"TOULOUSE";"31000";"AE";155;;;;;248;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155518D0072";2;"2018-06-06";2018;"2018-04";"2018-06";"2018-06";"68.20A";4140;"HABITAT TOULOUSE";"400121463";"40012146300105";"31000";"TOULOUSE";"false";"12";"RUE";"PIERRE BOURTHOUMIEUX";;"TOULOUSE";"31000";"AD";224;;;;;250;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155518D0073";2;"2018-06-27";2018;"2018-04";"2018-06";"2018-06";;;;;;"31000";"TOULOUSE";"false";"168-1";"ROUTE";"DE BLAGNAC";;"TOULOUSE";"31000";"AO";124;"AO";"125";;;697;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155518D0074";2;"2018-07-18";2018;"2018-05";"2018-07";"2018-07";;;;;;"31200";"TOULOUSE";"false";"13";"RUE";"CAYROU";;"TOULOUSE";"31000";"AO";297;;;;;231;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155518D0075";2;"2018-07-16";2018;"2018-05";"2018-07";"2018-07";;;;;;"31000";"TOULOUSE";"false";"13 B";"RUE";"SAINT LIGORY";;"TOULOUSE";"31000";"AB";553;;;;;205;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155518D0076";4;"2018-06-14";2018;"2018-05";"2018-06";"2020-05";;;;;;"31400";"TOULOUSE";"false";"19 B";;"AV ALBERT BEDOUCE";;"TOULOUSE";"31";"AH";391;;;;;381;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155518D0077";2;"2018-07-25";2018;"2018-05";"2018-07";"2018-07";;;;;;"31000";"TOULOUSE";"false";"52";"AV";"DE SAINT EXUPERY";;"TOULOUSE";"31000";"AD";331;"AD";"333";;;401;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155518D0078";2;"2018-06-27";2018;"2018-05";"2018-06";"2018-06";;;;;;"31500";"TOULOUSE";"false";"15";"RUE";"URBAIN LE VERRIER";;"TOULOUSE";"31000";"AD";202;;;;;473;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155518D0079";2;"2018-06-14";2018;"2018-05";"2018-06";"2018-06";"84.11Z";7210;"COMMUNE DE TOULOUSE";"213105554";"21310555400017";"31000";"TOULOUSE";"false";"71  B";"RUE";"ARISTIDE MAILLOL";;"TOULOUSE";"31000";"BI";149;;;;;117;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155518D0080";2;"2018-06-12";2018;"2018-06";"2018-06";"2018-06";;;;;;"75008";"PARIS 8EME ARRONDISSEMENT";"false";"72";"RUE";"LOUIS PLANA";;"TOULOUSE";"31000";"AL";62;;;;;1051;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155518D0081";2;"2018-08-01";2018;"2018-05";"2018-08";"2018-08";;;;;;"31000";"TOULOUSE";"false";"29";"PLACE";"PL BACHELIER";;"TOULOUSE";"31000";"AB";67;;;;;84;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155518D0082";2;"2018-07-02";2018;"2018-05";"2018-07";"2018-07";;;;;;"31400";"TOULOUSE";"false";"5";"RUE";"CLAUDE FAURIEL";;"TOULOUSE";"31000";"AB";64;;;;;219;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155518D0083";2;"2018-06-27";2018;"2018-05";"2018-06";"2018-06";;;;;;"31500";"TOULOUSE";"false";"7";"RUE";"ST SYLVE";;"TOULOUSE";"31000";"AD";371;;;;;104;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155518D0084";2;"2018-07-04";2018;"2018-06";"2018-07";"2018-07";;;;;;"31500";"TOULOUSE";"false";"27";"RUE";"DES FLANDRES";;"TOULOUSE";"31000";"AC";120;;;;;224;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155518D0085";2;"2018-07-12";2018;"2018-06";"2018-07";"2018-07";;;;;;"31650";"ST ORENS DE GAMEVILLE";"false";"6";"IMP";"DE BARCELONE";;"TOULOUSE";"31000";"AC";183;;;;;116;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155518D0086";2;"2018-09-06";2018;"2018-06";"2018-09";"2018-09";;;;;;"31170";"TOURNEFEUILLE";"false";"28";"CH";"DE VILLENOUVELLE";;"TOULOUSE";"31000";"AP";25;;;;;1303;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155518D0087";2;"2018-07-12";2018;"2018-06";"2018-07";"2018-07";;;;;;"31100";"TOULOUSE";"false";"13";"CH";"REBOUL";;"TOULOUSE";"31000";"AO";79;;;;;1171;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155518D0088";2;"2018-07-04";2018;"2018-07";"2018-07";"2018-07";;;;;;"31100";"TOULOUSE";"false";"51";"ROUTE";"DE SEYSSES";;"TOULOUSE";"31000";"AN";107;;;;;181;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155518D0089";2;"2018-07-12";2018;"2018-07";"2018-07";"2018-07";"68.10Z";5710;"KUBE3";"838251486";"83825148600018";"31400";"TOULOUSE";"false";"50";"AV";"JEAN CHAUBET";;"TOULOUSE";"31000";"AD";321;;;;;190;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155518D0090";2;"2018-09-10";2018;"2018-07";"2018-09";"2018-09";;;;;;"31000";"TOULOUSE";"false";"19";"RUE";"DES ALOUETTES";;"TOULOUSE";"31000";"AB";211;;;;;188;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155518D0091";2;"2018-12-17";2018;"2018-07";"2018-12";"2018-12";;;;;;"31300";"TOULOUSE";"false";"36";"RUE";"DE LA REPUBLIQUE";;"TOULOUSE";"31000";"AE";35;;;;;120;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155518D0092";2;"2018-08-16";2018;"2018-07";"2018-08";"2018-08";;;;;;"31400";"TOULOUSE";"false";"13";"RUE";"RUE PELLETIER D OISY";;"TOULOUSE";"31000";"AB";7;;;;;392;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155518D0093";2;"2018-07-16";2018;"2018-07";"2018-07";"2018-07";;;;;;"31500";"TOULOUSE";"false";"66";"RUE";"DE LIMAYRAC";;"TOULOUSE";"31000";"AH";44;;;;;333;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155518D0094";2;"2018-07-18";2018;"2018-07";"2018-07";"2018-07";;;;;;"31400";"TOULOUSE";"false";"33";"RUE";"DE NIMES";;"TOULOUSE";"31000";"AD";34;;;;;425;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155518D0096";2;"2018-07-18";2018;"2018-07";"2018-07";"2018-07";;;;;;"31500";"TOULOUSE";"false";"96";"AV";"DE LAVAUR";;"TOULOUSE";"31000";"AD";411;;;;;795;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155518D0097";2;"2018-07-20";2018;"2018-07";"2018-07";"2018-07";;;;;;"31000";"TOULOUSE";"false";"16";"RUE";"DU ROMARIN";;"TOULOUSE";"31000";"AL";40;;;;;348;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155518D0098";2;"2018-09-24";2018;"2018-07";"2018-09";"2018-09";"68.20B";6540;"HAPPY";"819698598";"81969859800011";"31300";"TOULOUSE";"false";"36";"BD";"DE STRASBOURG";;"TOULOUSE";"31000";"AB";647;;;;;662;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155518D0099";2;"2018-08-03";2018;"2018-07";"2018-08";"2018-08";;;;;;"31500";"TOULOUSE";"false";"8";"RUE";"RUE NICOLAS GRANDMAISON";;"TOULOUSE";"31000";"AC";455;;;;;319;4
